respondent_id,Q1_1,Q1_2,Q1_3,Q1_4,Q2_1,Q2_2,Q2_3,Q2_4,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q4_1,Q4_2,Q4_3,Q4_4,WB_1,WB_2,WB_3,WB_4,WB_5,WB_6,WB_7,WB_8,WB_9,WB_10,WB_11,WB_12,WB_13,WB_14,WB_15,WB_16,WB_17,WB_18,WB_19,WB_20,department,gender,management_level,ethnicity,job_level,is_manager,campus,performance_rating,manager_id,manager_name,terminated,erg_participations
R0421,4,5,5,4,3,4,5,3,5,5,4,4,4,4,3,3,4,4,2,2,2,2,2,2,2,4,2,3,3,2,2,2,1,1,2,2,3,2,Operations,Male,Individual Contributor,Non-Minority,Senior Professional,0,Southeast,Exceeds,M0050,Manager 21,0,0
R0422,5,5,5,5,5,4,5,4,4,4,5,4,5,4,2,3,2,3,4,4,4,5,4,4,5,5,3,4,3,3,4,4,5,4,4,4,3,4,Human Resources,Female,Manager,Non-Minority,Entry,1,Midwest,Meets,M0045,Manager 1,0,0
R0423,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,5,3,5,5,4,5,5,5,5,4,5,4,5,5,5,4,5,4,5,4,Supply Chain,Male,Individual Contributor,Non-Minority,Senior Professional,0,Southeast,Meets,M0030,Manager 37,0,0
R0424,5,5,5,5,3,3,2,3,4,3,4,4,3,3,4,4,4,4,3,4,4,5,4,4,3,3,3,5,4,4,4,4,4,5,4,3,5,3,Communications,Male,Individual Contributor,Minority,Senior Professional,0,Southeast,Meets,M0036,Manager 5,0,0
R0425,3,3,4,3,4,4,4,3,5,4,4,4,3,4,4,3,4,4,3,4,3,4,3,3,4,3,2,2,4,3,4,3,3,5,3,4,4,3,Legal,Male,Individual Contributor,Non-Minority,Senior Professional,0,Remote,Meets,M0014,Manager 34,0,0
R0426,5,3,3,5,2,3,2,2,5,5,5,5,5,4,3,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,Sales,Female,Individual Contributor,Non-Minority,Entry,0,Remote,Meets,M0018,Manager 46,0,0
R0427,3,3,3,2,5,5,5,5,3,2,5,4,3,3,2,3,3,3,2,4,3,3,3,2,2,3,3,2,3,3,3,3,2,4,2,4,3,3,IT,Male,Individual Contributor,Non-Minority,VP,0,Northeast,Meets,M0037,Manager 42,1,1
R0428,3,4,4,4,5,5,4,4,3,3,3,3,4,2,4,3,4,4,2,3,3,3,3,3,2,4,3,3,2,1,2,2,4,3,3,2,3,2,Legal,Male,Manager,Non-Minority,Director,1,West,Meets,M0021,Manager 21,0,0
R0429,4,3,5,4,3,3,4,4,2,3,2,3,2,3,4,3,4,4,4,4,4,3,3,4,4,4,3,4,4,3,4,3,3,4,4,5,4,4,Sales,Male,Individual Contributor,Minority,Professional,0,Northeast,Meets,M0032,Manager 32,0,0
R0430,3,3,2,4,2,2,3,3,4,4,5,3,4,4,4,5,4,5,4,5,5,4,3,4,3,3,4,4,3,4,4,4,3,4,4,3,4,4,Finance,Male,Senior Leader,Non-Minority,Senior Professional,1,West,Meets,M0008,Manager 8,0,2
R0431,5,5,5,5,4,4,4,4,5,5,5,5,5,5,4,3,4,4,3,4,5,3,3,5,4,4,3,4,5,3,3,3,4,4,4,4,5,3,Product,Male,Manager,Non-Minority,Professional,1,Remote,Exceeds,M0021,Manager 38,0,1
R0432,2,3,3,3,3,2,2,3,4,4,5,3,3,4,2,3,2,2,4,5,3,4,4,3,4,5,4,4,4,4,5,5,4,4,3,3,4,4,Legal,Male,Individual Contributor,Non-Minority,Professional,0,Remote,Meets,M0002,Manager 19,1,1
R0433,2,3,3,3,4,4,4,3,4,3,4,4,4,3,4,4,4,3,3,3,3,3,3,4,3,4,3,3,3,3,4,4,4,3,3,4,2,3,Finance,Female,Individual Contributor,Non-Minority,Director,0,Remote,Below,M0001,Manager 30,0,1
R0434,3,3,3,3,3,2,3,2,4,3,4,4,4,4,4,3,4,3,4,4,3,4,4,5,4,3,3,2,3,3,4,3,3,4,4,2,4,3,Engineering,Female,Individual Contributor,Non-Minority,Professional,0,West,Meets,M0003,Manager 35,0,0
R0435,4,4,4,4,4,5,5,4,3,4,3,4,3,4,4,3,4,4,3,3,2,3,3,3,3,4,2,3,2,4,3,4,2,2,3,3,2,3,Customer Service,Male,Individual Contributor,Minority,Entry,0,Midwest,Exceeds,M0042,Manager 2,0,1
R0436,3,3,4,4,3,4,3,3,4,3,5,4,5,5,3,3,2,2,4,3,3,3,4,4,3,4,3,3,3,3,4,3,3,3,3,3,3,4,Human Resources,Male,Individual Contributor,Minority,Manager,0,Northeast,Exceeds,M0027,Manager 47,1,0
R0437,5,4,5,5,4,3,3,3,5,5,5,5,5,5,4,5,5,5,4,4,3,3,3,4,3,3,3,4,3,4,3,4,2,4,3,3,4,4,Engineering,Female,Individual Contributor,Non-Minority,Senior Professional,0,Midwest,Exceeds,M0049,Manager 23,0,3
R0438,3,4,5,4,4,5,4,5,4,4,4,4,3,4,4,4,4,3,4,4,3,3,4,3,3,3,2,2,2,2,4,2,3,4,3,3,3,3,Legal,Female,Individual Contributor,Non-Minority,Entry,0,Remote,Exceeds,M0050,Manager 21,0,1
R0439,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,5,5,5,5,5,4,5,5,4,5,4,5,5,4,5,5,5,4,5,5,5,5,5,Product,Male,Individual Contributor,Non-Minority,Senior Manager,0,Northeast,Meets,M0026,Manager 20,0,3
R0440,2,2,3,3,3,4,3,4,4,3,2,3,3,3,4,3,4,3,2,3,3,2,2,3,3,2,4,3,3,3,3,2,2,3,3,2,1,2,Supply Chain,Male,Individual Contributor,Minority,Manager,0,West,Meets,M0042,Manager 8,1,1
R0441,5,4,5,4,5,5,5,5,5,4,5,4,5,4,4,3,4,3,2,3,2,2,3,4,3,3,3,2,3,3,2,2,2,3,2,2,3,3,Risk Management,Male,Manager,Non-Minority,Senior Professional,1,Remote,Exceeds,M0007,Manager 2,0,0
R0442,4,5,3,4,5,5,4,5,3,4,4,4,4,4,4,4,4,3,2,2,2,1,2,1,2,3,2,3,1,2,1,2,3,2,3,3,3,1,Sales,Female,Manager,Minority,Entry,1,Northeast,Meets,M0009,Manager 7,0,3
R0443,2,2,2,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,5,4,3,3,5,4,4,5,4,4,3,4,4,4,3,5,4,4,4,4,Operations,Female,Individual Contributor,Non-Minority,VP,0,West,Meets,M0015,Manager 11,0,3
R0444,4,3,3,2,3,4,3,4,3,3,4,4,3,3,5,4,4,4,5,3,4,3,3,3,3,4,4,5,3,3,4,4,4,3,5,4,3,4,Human Resources,Female,Individual Contributor,Minority,Professional,0,Midwest,Meets,M0035,Manager 1,0,1
R0445,1,2,1,2,2,2,3,2,4,4,4,4,3,3,3,3,2,3,3,5,5,5,5,4,4,3,5,4,4,4,3,3,4,4,4,5,4,4,Supply Chain,Female,Individual Contributor,Minority,VP,0,Northeast,Exceeds,M0017,Manager 3,1,3
R0446,4,5,5,4,5,4,5,4,4,3,3,4,3,3,4,4,4,3,4,2,3,3,4,4,3,3,4,3,3,2,4,3,2,4,4,4,3,3,Human Resources,Female,Individual Contributor,Non-Minority,Entry,0,Midwest,Meets,M0005,Manager 17,0,1
R0447,5,5,4,4,3,2,3,3,5,5,4,5,5,5,5,4,5,4,3,4,3,4,3,4,3,2,3,2,2,3,3,3,3,2,4,3,2,3,Operations,Male,Individual Contributor,Minority,Director,0,Remote,Meets,M0025,Manager 18,0,1
R0448,3,3,2,2,5,4,4,4,2,2,1,1,2,2,3,3,2,3,4,4,5,5,4,4,4,3,3,4,3,4,4,3,3,4,3,3,4,4,Supply Chain,Male,Individual Contributor,Minority,Professional,0,Southeast,Exceeds,M0038,Manager 30,1,0
R0449,3,4,3,4,3,3,3,4,5,4,5,3,5,5,4,3,4,4,4,4,3,3,3,4,3,4,3,3,4,4,2,2,3,5,3,3,3,4,Human Resources,Female,Individual Contributor,Non-Minority,Professional,0,Midwest,Meets,M0010,Manager 49,0,1
R0450,4,4,4,5,4,2,3,3,3,3,3,3,4,3,3,5,3,4,4,4,4,3,4,3,3,5,3,3,3,5,3,3,3,4,4,4,5,3,IT,Male,Individual Contributor,Non-Minority,VP,0,West,Meets,M0041,Manager 29,1,0
R0451,2,4,4,3,4,5,5,4,3,3,3,3,4,3,3,4,4,4,3,3,4,3,3,3,3,3,4,4,3,3,3,4,3,4,4,3,3,4,Research,Female,Individual Contributor,Minority,Entry,0,Remote,Meets,M0034,Manager 16,1,0
R0452,3,4,4,4,3,3,4,4,4,4,3,4,4,5,4,5,4,4,5,5,4,3,3,4,3,4,4,3,4,4,3,4,4,5,5,4,4,4,IT,Female,Individual Contributor,Non-Minority,Manager,0,West,Meets,M0018,Manager 21,0,1
R0453,1,1,1,1,3,4,4,3,2,3,3,2,3,2,4,4,3,3,4,4,4,4,3,5,3,2,3,3,4,3,4,4,3,3,3,3,3,3,Communications,Male,Individual Contributor,Minority,Director,0,West,Exceeds,M0015,Manager 6,0,0
R0454,4,4,4,4,4,3,5,4,5,4,5,5,5,3,1,2,2,1,2,3,1,2,4,4,3,3,2,2,3,2,3,4,2,3,3,2,2,2,Engineering,Female,Individual Contributor,Minority,VP,0,Midwest,Exceeds,M0046,Manager 6,0,0
R0455,3,3,3,3,4,5,4,4,3,4,3,3,3,3,4,4,3,5,2,2,2,3,4,2,2,2,1,1,2,1,3,3,2,3,2,2,1,3,Operations,Male,Individual Contributor,Minority,Senior Manager,0,Southeast,Below,M0043,Manager 42,1,1
R0456,4,3,3,3,5,5,5,5,4,4,4,3,3,4,4,5,3,4,3,3,3,3,2,2,3,3,3,2,2,3,2,3,3,2,2,2,3,3,Supply Chain,Female,Individual Contributor,Minority,VP,0,Southeast,Meets,M0045,Manager 5,0,0
R0457,3,3,3,4,2,1,2,2,4,4,5,4,5,5,4,3,4,4,3,2,2,3,2,3,2,3,2,2,3,3,3,3,3,2,2,2,2,3,Human Resources,Male,Individual Contributor,Non-Minority,Manager,0,Northeast,Meets,M0014,Manager 1,0,0
R0458,4,4,4,4,4,5,5,4,3,3,2,2,2,2,4,3,4,4,4,4,4,4,3,5,4,3,4,3,5,4,4,4,3,5,4,5,4,5,Research,Female,Individual Contributor,Non-Minority,Professional,0,West,Below,M0025,Manager 13,0,0
R0459,3,4,4,4,4,4,4,4,2,3,3,4,3,3,4,4,3,3,4,5,4,5,4,4,5,4,4,3,4,4,4,5,4,5,4,4,5,3,Product,Female,Individual Contributor,Minority,Entry,0,Midwest,Exceeds,M0014,Manager 38,0,0
R0460,3,4,3,3,3,3,3,3,5,4,5,5,5,4,3,3,3,3,4,4,3,4,4,3,4,2,2,3,2,4,3,4,3,2,3,3,3,3,Communications,Female,Manager,Non-Minority,Senior Manager,1,Remote,Meets,M0021,Manager 49,0,0
R0461,3,4,5,3,5,5,5,5,4,5,4,4,4,5,3,4,3,3,3,4,4,5,3,3,3,4,3,4,4,4,4,5,5,4,4,5,3,4,Engineering,Male,Individual Contributor,Minority,Director,0,West,Meets,M0042,Manager 10,0,0
R0462,4,3,3,3,4,5,4,5,3,3,3,2,2,3,5,5,5,5,2,3,2,1,2,2,3,2,2,3,1,2,3,2,3,2,3,2,2,1,Risk Management,Female,Individual Contributor,Minority,Senior Manager,0,Northeast,Meets,M0009,Manager 15,0,1
R0463,4,4,4,5,4,4,5,5,3,2,2,3,3,3,3,2,3,2,2,1,3,3,3,1,3,2,3,3,3,2,3,2,2,2,4,3,3,2,Operations,Male,Individual Contributor,Non-Minority,Manager,0,West,Below,M0040,Manager 33,0,1
R0464,4,4,5,5,3,3,4,3,4,5,5,3,4,5,5,5,4,5,2,2,3,4,3,3,4,3,3,4,3,2,3,2,3,2,3,3,3,3,Sales,Male,Manager,Non-Minority,VP,1,West,Meets,M0013,Manager 5,0,0
R0465,4,4,5,4,4,4,4,4,2,4,3,3,3,3,4,5,3,4,3,2,3,2,4,2,1,2,3,3,3,3,2,2,2,4,3,4,3,3,Engineering,Female,Senior Leader,Minority,Manager,1,Southeast,Meets,M0044,Manager 20,0,3
R0466,3,3,3,3,2,2,2,1,4,5,5,4,4,5,3,3,4,4,3,2,2,3,1,3,1,3,2,3,3,2,2,2,2,2,1,2,1,2,Risk Management,Male,Manager,Minority,Senior Manager,1,Northeast,Meets,M0010,Manager 30,1,0
R0467,5,4,4,3,4,4,4,4,3,3,4,3,3,4,3,4,4,3,4,3,3,4,4,2,4,4,3,4,4,3,3,4,4,4,3,4,3,3,Human Resources,Female,Individual Contributor,Non-Minority,Director,0,Northeast,Meets,M0016,Manager 2,0,0
R0468,4,3,3,4,5,4,5,5,4,5,5,4,4,3,5,4,4,4,5,4,5,5,5,4,4,5,5,4,5,5,5,4,5,4,4,5,4,5,Product,Female,Individual Contributor,Non-Minority,Professional,0,Midwest,Meets,M0002,Manager 31,0,1
R0469,5,4,3,4,3,2,3,1,3,4,4,4,4,3,5,5,4,5,3,3,3,2,3,3,4,2,2,3,3,5,3,3,3,2,3,3,3,3,Research,Male,Individual Contributor,Non-Minority,Senior Manager,0,West,Exceeds,M0023,Manager 17,1,2
R0470,4,3,4,4,5,4,5,5,5,5,5,5,5,5,2,1,2,2,4,3,4,3,4,3,3,3,3,4,3,3,4,3,3,3,4,4,4,3,Human Resources,Female,Individual Contributor,Minority,Senior Manager,0,Northeast,Meets,M0023,Manager 28,0,3
R0471,5,5,5,5,3,3,3,4,4,4,3,3,4,4,2,3,2,1,3,1,4,2,2,2,2,2,2,3,3,2,3,3,2,3,2,2,2,1,Sales,Female,Manager,Non-Minority,Professional,1,West,Meets,M0033,Manager 28,0,0
R0472,3,3,3,4,5,5,5,5,3,3,2,2,3,3,4,4,4,4,2,3,2,3,4,3,3,2,4,3,2,2,3,4,2,2,3,1,3,3,Customer Service,Male,Individual Contributor,Non-Minority,Senior Professional,0,Northeast,Meets,M0029,Manager 18,0,0
R0473,3,3,3,4,5,5,4,4,4,4,4,4,4,4,3,3,2,4,2,3,2,3,2,4,3,3,3,3,3,4,3,2,1,4,3,3,4,2,Operations,Male,Individual Contributor,Non-Minority,Entry,0,Northeast,Exceeds,M0042,Manager 25,0,0
R0474,4,3,3,3,2,3,2,3,4,4,5,5,5,4,3,3,3,3,3,3,3,3,3,2,3,2,3,3,1,3,2,3,3,3,3,3,3,4,Supply Chain,Male,Individual Contributor,Minority,Manager,0,Southeast,Meets,M0019,Manager 13,0,0
R0475,4,5,4,5,2,1,2,2,5,5,5,4,5,5,3,2,2,3,4,4,4,4,4,5,4,3,4,3,5,5,4,4,3,5,5,5,5,3,Legal,Female,Individual Contributor,Minority,Professional,0,Remote,Meets,M0018,Manager 34,0,1
R0476,5,3,4,5,5,4,5,5,3,3,4,4,5,3,5,5,4,4,3,3,3,4,4,2,3,4,3,3,2,4,2,2,4,4,3,3,4,4,IT,Male,Senior Leader,Minority,Manager,1,Remote,Exceeds,M0028,Manager 7,0,0
R0477,4,4,4,3,4,3,3,3,3,2,2,3,2,3,2,2,2,4,4,4,5,4,5,5,5,4,4,4,3,4,3,4,5,5,4,4,3,4,Research,Male,Individual Contributor,Non-Minority,Entry,0,Southeast,Meets,M0008,Manager 15,0,1
R0478,4,5,4,5,3,3,3,4,4,4,5,5,4,5,2,3,4,3,3,3,3,4,3,3,3,3,3,3,4,2,3,3,4,3,4,4,4,3,Human Resources,Female,Manager,Non-Minority,Entry,1,Northeast,Meets,M0037,Manager 18,0,1
R0479,3,3,4,3,2,2,3,4,4,4,4,5,4,5,5,4,5,5,3,4,4,3,4,3,2,4,3,3,2,2,3,4,3,3,3,5,4,3,Sales,Female,Individual Contributor,Minority,Entry,0,Remote,Meets,M0007,Manager 18,0,0
R0480,4,4,3,3,3,4,3,3,3,4,4,4,4,4,3,3,3,4,3,3,2,3,2,3,2,3,2,3,2,3,3,3,3,3,3,2,2,3,Sales,Female,Individual Contributor,Non-Minority,Senior Manager,0,West,Exceeds,M0026,Manager 26,1,3
R0481,5,4,5,4,4,3,3,2,3,4,4,3,3,4,2,2,3,2,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,Human Resources,Male,Individual Contributor,Minority,Professional,0,Midwest,Below,M0032,Manager 14,0,1
R0482,3,3,3,3,2,1,2,2,5,4,4,4,3,5,5,4,4,5,4,3,4,4,3,3,4,3,2,3,2,4,3,3,4,4,2,2,3,3,Marketing,Female,Individual Contributor,Non-Minority,VP,0,Southeast,Meets,M0023,Manager 41,0,0
R0483,3,5,4,4,3,3,4,4,5,4,5,5,4,5,4,4,5,4,3,4,4,3,3,3,3,2,3,3,3,3,3,2,3,3,2,3,3,4,Engineering,Female,Individual Contributor,Non-Minority,Director,0,Remote,Meets,M0019,Manager 47,0,0
R0484,4,3,3,4,3,4,3,3,1,1,1,1,2,1,5,4,5,5,3,5,5,4,4,4,4,4,3,3,3,5,4,3,4,3,4,4,4,3,Finance,Female,Individual Contributor,Non-Minority,Entry,0,Southeast,Exceeds,M0033,Manager 45,0,0
R0485,4,4,4,4,3,4,4,3,4,5,4,3,4,3,4,4,3,4,5,5,5,4,5,4,4,5,5,5,4,5,5,5,4,5,5,5,5,5,IT,Male,Individual Contributor,Non-Minority,Manager,0,Midwest,Meets,M0045,Manager 16,0,1
R0486,2,3,4,4,3,4,4,3,4,4,4,3,3,4,3,3,3,3,2,3,3,3,4,4,3,3,3,3,2,3,3,2,3,3,3,4,2,3,Marketing,Female,Senior Leader,Minority,Senior Professional,1,Northeast,Exceeds,M0011,Manager 12,0,0
R0487,4,4,4,4,3,3,2,2,2,3,3,3,4,3,2,2,2,1,5,3,4,4,3,5,3,3,3,4,4,2,4,4,3,3,3,3,4,3,Operations,Male,Individual Contributor,Non-Minority,Manager,0,Southeast,Meets,M0001,Manager 43,0,0
R0488,3,3,4,3,3,4,3,3,4,4,3,4,4,3,4,4,4,4,4,4,5,5,5,4,5,5,4,4,4,4,5,5,4,5,4,3,5,5,Product,Female,Individual Contributor,Non-Minority,Manager,0,Midwest,Meets,M0002,Manager 12,0,1
R0489,1,1,1,1,4,3,3,4,3,3,2,3,2,3,4,2,4,4,3,2,3,3,2,3,3,2,3,2,2,2,3,2,3,2,2,3,2,3,Engineering,Female,Individual Contributor,Minority,Entry,0,Southeast,Exceeds,M0044,Manager 49,1,0
R0490,4,4,4,3,3,4,3,4,4,4,5,4,5,4,3,3,3,3,3,4,3,2,3,4,2,3,3,4,3,3,3,3,4,2,3,3,3,3,Risk Management,Female,Individual Contributor,Non-Minority,Entry,0,Remote,Below,M0023,Manager 31,0,0
R0491,2,3,3,2,2,2,2,2,4,4,5,4,4,4,3,4,4,4,3,3,4,4,5,3,4,4,3,4,4,3,3,3,3,4,4,3,3,4,IT,Female,Individual Contributor,Non-Minority,Entry,0,West,Meets,M0016,Manager 31,1,2
R0492,4,4,4,3,3,3,4,3,4,4,3,3,4,3,4,5,5,4,3,3,3,4,3,3,4,4,4,3,3,3,4,4,3,3,3,2,3,4,Human Resources,Male,Individual Contributor,Non-Minority,Entry,0,Northeast,Exceeds,M0037,Manager 44,0,0
R0493,4,4,5,4,5,4,5,4,3,4,2,3,3,5,3,3,4,3,3,4,3,3,4,4,3,3,3,4,3,3,3,4,3,2,3,3,3,3,Engineering,Male,Individual Contributor,Non-Minority,VP,0,Southeast,Meets,M0034,Manager 33,0,0
R0494,4,3,4,3,4,5,5,5,5,5,4,4,5,5,4,3,4,4,3,4,5,5,4,3,3,4,3,4,4,4,3,4,3,4,4,5,4,4,Marketing,Male,Individual Contributor,Non-Minority,VP,0,Southeast,Meets,M0050,Manager 7,0,0
R0495,4,4,4,4,3,3,3,2,3,4,3,3,5,3,4,3,4,3,3,3,4,4,3,4,3,3,4,5,2,3,4,3,4,3,4,5,3,4,Human Resources,Male,Individual Contributor,Non-Minority,Senior Professional,0,Midwest,Meets,M0029,Manager 32,0,2
R0496,5,4,5,4,3,4,3,4,4,3,5,4,4,3,3,5,4,4,2,2,2,3,2,3,1,3,1,3,2,2,2,2,1,2,3,3,1,2,Supply Chain,Female,Manager,Non-Minority,Senior Professional,1,Remote,Exceeds,M0017,Manager 43,0,2
R0497,5,5,5,5,5,5,5,5,5,4,4,4,4,4,2,2,2,2,4,3,3,3,4,3,4,4,3,3,3,5,4,5,5,2,4,3,4,3,Product,Female,Individual Contributor,Non-Minority,Senior Professional,0,Midwest,Meets,M0030,Manager 1,0,0
R0498,3,3,3,3,4,4,4,5,5,5,5,5,5,4,4,4,4,4,1,2,2,2,2,3,2,2,2,3,3,2,2,2,2,2,2,1,3,2,Risk Management,Female,Individual Contributor,Minority,Senior Professional,0,Midwest,Meets,M0046,Manager 22,1,0
R0499,3,3,2,3,2,4,3,2,5,4,5,4,4,4,4,5,5,4,3,1,1,2,3,2,1,1,2,4,3,3,2,2,1,3,2,2,2,2,Customer Service,Male,Individual Contributor,Non-Minority,VP,0,Remote,Meets,M0031,Manager 8,1,1
R0500,3,4,4,4,5,5,5,5,2,3,3,3,3,3,3,3,3,3,2,3,2,1,1,1,2,2,3,2,3,1,2,2,3,2,3,2,2,2,Engineering,Male,Manager,Minority,Director,1,Remote,Meets,M0047,Manager 41,0,1
